ID;RK;PICK;CLASS;Height;PLAYER;Min_RecRk;TEAM;CONF;G;ROLE;MIN_PER;PRPG;D_PRPG;BPM;OBPM;DBPM;ORTG;D_RTG;USG;EFG;TS;OR;DR;AST;TO;A_TO;BLK;STL;FTR;FC_40;Dunks;CLOSE2;CLOSE2_PER;FAR 2; FAR2_PER;FT;FT_PER;2P;2P_PER;3P_100;3P;3P_PER;AST;REB;PTS;Dunks_M;Dunks_A;Close2_M;Close2_A;FAR2_M;FAR2_A;FTM;FTA;2PM;2PA;3PM;3PA;Year
1246;27.58;-;Sr;06/mai;Isaac Likekele;68.8;Oklahoma St.;B12;30;Wing G;75.4;1.1;4.0;3.0;-0.0;3.0;94.1;89.1;16.8;44.2;45.6;5.7;14.1;21.3;22.0;1.7;0.8;2.3;27.2;2.2;02/fev;56-100;.560;32-95;.337;30-56;.536;88-195;.451;0.7;02/nov;.182;3.4;5.5;7.1;;;;;;;;;;;;;
1247;27.59;-;Sr;06/ago;Ajiri Ogemuno-Johnson;20.2;Rider;MAAC;30;C;61.2;1.7;2.3;0.2;0.1;0.0;110.1;101.7;17.2;55.7;55.8;8.5;21.2;8.1;12.9;1.0;1.4;1.6;44.3;4.4;22-26;76-116;.655;32-78;.410;46-86;.535;108-194;.557;0.0;0-0;.000;1.0;7.0;8.6;;;;;;;;;;;;;
1248;27.59;-;Sr;06/abr;Nicolas Fennell;0;North Carolina Centr;MEAC;24;Wing G;44.1;-0.2;1.4;-3.4;-2.6;-0.9;94.7;107.4;12.2;45.5;49.5;6.4;11.6;9.3;23.9;1.0;0.8;2.0;65.7;4.2;05/mai;21-40;.525;05/nov;.455;26-44;.591;23-48;.479;2.2;mai/19;.263;1.0;3.1;3.5;;;;;;;;;;;;;
1249;27.60;-;Jr;06/set;Tyler Wahl;59.8;Wisconsin;B10;32;Wing F;73.9;2.9;3.9;5.3;2.2;3.1;106.6;90.7;20.7;52.5;55.5;5.9;16.5;10.7;15.4;0.9;2.7;2.3;35.5;3.3;11/nov;99-151;.656;40-93;.430;70-100;.700;139-245;.567;2.3;jun/37;.162;1.5;5.9;11.4;;;;;;;;;;;;;
1250;27.60;-;Sr;06/jul;Yahuza Rasas;0;Texas Southern;SWAC;30;PF/C;40.6;0.2;1.7;-1.9;-2.3;0.4;96.2;98.8;16.1;46.1;49.3;9.2;18.9;6.2;21.0;0.5;2.2;1.0;38.3;3.8;01/jan;34-55;.618;16-48;.333;28-44;.636;50-102;.490;1.4;fev/13;.154;0.6;4.6;4.5;;;;;;;;;;;;;
1251;27.61;-;Jr;06/jun;Tristan Ikpe;0;Sam Houston St.;WAC;30;Wing F;58.8;1.0;2.6;1.2;-1.6;2.7;99.2;95.3;18.6;49.3;52.4;9.3;16.3;15.0;23.8;1.3;4.9;2.6;46.7;5.1;09/dez;55-102;.539;13-38;.342;44-70;.629;68-140;.486;0.9;04/out;.400;2.0;5.6;6.7;;;;;;;;;;;;;
1252;27.62;-;Sr;06/fev;Justin Forrest;0;Appalachian St.;SB;29;Combo G;63.3;0.5;2.5;-3.9;-3.5;-0.4;85.1;101.3;25.6;38.3;44.2;0.7;12.1;17.5;19.3;1.1;0.3;1.9;40.2;3.0;0-0;25-61;.410;14-50;.280;76-107;.710;39-111;.351;12.1;42-155;.271;2.3;2.8;9.1;;;;;;;;;;;;;
1253;27.63;-;Sr;06/ago;Dylan van Eyck;0;Iona;MAAC;33;Stretch 4;56.5;2.4;2.4;6.4;4.1;2.4;118.9;97.1;18.2;65.2;64.8;5.5;15.8;25.2;20.3;2.0;3.7;1.9;53.6;3.7;11/dez;55-78;.705;14-22;.636;54-90;.600;69-100;.690;5.1;27-68;.397;3.0;4.4;8.3;;;;;;;;;;;;;
1254;27.63;-;So;06/mar;Jordan Dingle;0;Penn;Ivy;26;Combo G;73.3;3.7;1.8;1.5;4.8;-3.3;102.2;111.3;33.7;51.9;55.1;2.4;10.5;17.4;16.2;0.8;0.1;1.5;22.5;2.1;05/mai;83-137;.606;49-112;.438;81-100;.810;132-248;.532;13.8;66-197;.335;2.3;3.6;20.9;;;;;;;;;;;;;
1255;27.64;-;Sr;06/mar;C.J. Keyser;49.4;Old Dominion;CUSA;31;Wing G;82.5;1.4;2.3;-3.1;-1.2;-1.9;92.6;107.1;24.7;45.4;48.0;1.5;7.7;10.9;17.3;0.7;1.3;1.1;14.7;2.8;04/mai;52-87;.598;84-220;.382;51-63;.810;136-307;.443;7.1;39-121;.322;1.7;2.7;14.3;;;;;;;;;;;;;
1256;27.64;-;Jr;06/out;Hunter Dean;0;George Washington;A10;27;C;51.3;0.6;2.3;-1.2;-2.6;1.4;105.2;98.9;11.4;57.1;57.9;5.8;22.8;6.2;20.2;0.8;4.3;1.7;53.6;4.9;20-24;36-57;.632;dez/25;.480;26-45;.578;48-82;.585;0.2;0-2;.000;0.8;5.9;4.5;;;;;;;;;;;;;
1257;27.64;-;So;06/ago;Jabri Abdur-Rahim;93;Georgia;SEC;32;Wing F;47.3;1.3;1.2;-2.1;0.1;-2.1;98.8;109.4;20.1;45.6;52.4;6.2;13.4;4.7;16.4;0.4;1.6;1.2;50.3;4.0;02/mar;25-41;.610;mai/32;.156;66-86;.767;30-73;.411;9.2;32-98;.327;0.4;3.2;6.9;;;;;;;;;;;;;
1258;27.65;-;Sr;06/ago;De'Lazarus Keys;0;Texas A&M Corpus Chr;Slnd;31;C;61.4;0.4;2.0;-2.3;-1.6;-0.7;99.3;103.9;17.4;48.0;49.1;9.1;17.4;8.6;17.5;0.7;1.2;1.5;15.0;3.0;04/abr;57-94;.606;52-130;.400;21-34;.618;109-224;.487;0.2;0-3;.000;1.0;5.9;7.8;;;;;;;;;;;;;
1259;27.66;-;So;06/mai;Tristen Newton;0;East Carolina;Amer;30;Scoring PG;86.3;4.2;3.0;4.8;4.1;0.7;106.4;102.0;27.9;49.9;57.5;2.7;13.0;34.4;20.7;1.5;1.0;2.4;45.6;2.7;04/abr;54-91;.593;63-144;.438;152-173;.879;117-235;.498;8.0;48-144;.333;5.0;4.8;17.7;;;;;;;;;;;;;
1260;27.68;-;Sr;06/jan;Tyler Moffe;0;The Citadel;SC;28;Scoring PG;72.6;1.6;1.5;-2.9;-0.1;-2.8;98.6;112.2;23.3;48.8;50.4;2.4;8.8;27.0;18.3;1.9;0.4;0.7;16.2;2.4;0-0;27-43;.628;38-110;.345;31-47;.660;65-153;.425;9.4;51-137;.372;4.0;3.2;11.1;;;;;;;;;;;;;
1261;27.68;-;Sr;06/set;Josip Vrankic;11.6;Santa Clara;WCC;25;Wing F;56.8;4.2;3.1;5.4;4.6;0.8;113.4;97.8;25.8;58.0;61.5;6.4;14.7;19.9;17.4;1.3;1.4;2.2;33.6;2.9;01/jan;121-196;.617;20-41;.488;73-92;.793;141-237;.595;2.8;dez/37;.324;3.1;5.7;15.6;;;;;;;;;;;;;
1262;27.69;-;Jr;06/fev;James Bishop;69.2;George Washington;A10;30;Combo G;84.4;2.3;2.2;-1.4;0.7;-2.2;97.0;108.7;26.7;45.4;50.0;1.2;6.0;12.4;12.6;1.0;0.5;1.5;26.7;2.1;0-0;54-95;.568;58-161;.360;98-119;.824;112-256;.438;10.6;60-189;.317;1.9;2.2;16.7;;;;;;;;;;;;;
1263;27.71;-;Sr;06/jul;Johnny McCants;0;New Mexico St.;WAC;30;PF/C;63.7;1.6;3.3;5.0;0.9;4.1;101.1;91.7;19.8;55.2;54.8;7.6;15.8;17.0;23.4;1.1;8.2;1.8;53.3;4.2;19-22;62-88;.705;13-20;.650;49-97;.505;75-108;.694;5.5;17-74;.230;2.3;5.5;8.6;;;;;;;;;;;;;
1264;27.72;-;Jr;06/jun;Jalen Hill;72.6;Oklahoma;B12;35;Wing G;75.4;3.2;3.7;4.5;2.3;2.2;114.3;92.5;16.1;59.9;64.1;7.0;17.4;9.2;20.4;0.9;1.5;1.8;56.3;2.9;14-15;99-138;.717;jul/20;.350;84-111;.757;106-158;.671;2.2;ago/39;.205;1.5;5.9;9.1;;;;;;;;;;;;;
1265;27.75;-;Jr;06/mar;Shawndarius Cowart;0;Grambling St.;SWAC;30;Combo G;67.3;1.0;2.0;-1.0;-1.5;0.5;100.6;106.2;17.4;49.2;55.8;3.3;12.8;15.1;22.1;1.1;0.8;2.6;48.1;3.5;02/fev;45-84;.536;23-57;.404;70-87;.805;68-141;.482;2.8;14-40;.350;1.9;4.0;8.1;;;;;;;;;;;;;
1266;27.75;-;So;06/jul;Patrick Mwamba;0;UT Arlington;SB;25;Wing G;61.5;0.9;2.3;-0.8;-0.8;-0.0;92.3;102.1;22.8;43.1;46.1;5.3;12.3;14.2;17.0;1.0;2.3;2.7;26.5;4.1;0-3;30-56;.536;17-58;.293;42-63;.667;47-114;.412;10.9;37-124;.298;1.8;4.4;10.0;;;;;;;;;;;;;
1267;27.75;-;Sr;06/jun;Jamison Overton;0;Weber St.;BSky;31;Wing G;75.7;1.7;2.5;-1.1;-1.1;0.0;104.1;103.5;21.0;53.7;56.0;3.2;11.5;7.3;13.8;0.7;1.7;2.3;50.9;3.7;18-19;97-140;.693;36-103;.350;87-139;.626;133-243;.547;1.8;set/30;.300;1.2;3.6;12.4;;;;;;;;;;;;;
1268;27.75;-;Sr;06/set;Rey Idowu;0;Tulsa;Amer;31;C;53.9;1.8;1.8;-1.0;-0.4;-0.6;106.1;102.9;20.1;52.8;55.5;8.7;17.0;7.2;15.5;0.6;1.2;1.3;46.7;5.0;10/dez;56-109;.514;39-70;.557;54-84;.643;95-179;.531;0.1;0-1;.000;0.7;4.7;7.9;;;;;;;;;;;;;
1269;27.76;-;Sr;06/mai;Jarred Godfrey;0;Fort Wayne;Horz;31;Combo G;83.2;2.8;3.0;4.1;3.0;1.1;107.5;101.5;24.8;54.5;58.2;1.2;16.9;24.1;18.1;1.5;0.7;3.3;28.8;1.6;03/mar;57-106;.538;38-74;.514;85-105;.810;95-180;.528;10.2;69-184;.375;3.8;4.6;15.2;;;;;;;;;;;;;
1270;27.77;-;Jr;06/set;Ben Krikke;0;Valparaiso;MVC;27;PF/C;65.8;3.1;2.2;1.4;1.8;-0.5;109.3;105.3;24.5;52.0;56.6;5.8;13.6;12.8;12.6;1.0;3.0;1.4;31.1;3.4;07/ago;78-112;.696;63-143;.441;73-87;.839;141-255;.553;1.9;mar/25;.120;1.6;4.5;14.2;;;;;;;;;;;;;
1271;27.81;-;So;06/jan;Brandon Whitney;0;Montana;BSky;28;Combo G;73.2;1.9;1.9;-1.6;-0.5;-1.1;108.7;109.5;20.2;49.8;56.7;3.0;6.8;14.3;12.7;1.6;0.8;1.7;54.5;3.5;01/jan;64-112;.571;32-76;.421;95-120;.792;96-188;.511;2.2;set/32;.281;2.1;2.3;11.0;;;;;;;;;;;;;
1272;27.81;-;Fr;06/mai;Mohab Yasser;0;East Tennessee St.;SC;30;Wing F;55.8;2.3;1.2;0.4;2.2;-1.9;122.4;111.3;16.2;55.9;58.4;10.6;8.9;6.1;11.2;1.1;1.5;1.4;29.2;2.7;01/jan;54-81;.667;15-38;.395;34-47;.723;69-119;.580;3.8;14-42;.333;0.8;3.8;7.2;;;;;;;;;;;;;
1273;27.81;-;Sr;05/nov;Charlie Moore;86;Miami FL;ACC;37;Scoring PG;80.9;3.3;3.2;3.3;2.1;1.3;106.1;98.6;22.7;52.3;54.5;1.2;8.6;26.3;16.7;2.2;0.6;3.6;19.7;3.3;0-0;90-143;.629;23-80;.287;56-76;.737;113-223;.507;8.0;59-162;.364;4.6;2.6;12.4;;;;;;;;;;;;;
1274;27.81;-;Sr;06/abr;Jay Jay Chandler;69.4;South Alabama;SB;25;Combo G;66.2;2.4;2.6;-1.7;-0.9;-0.8;98.2;103.0;27.8;49.0;54.1;1.4;9.8;17.8;20.4;1.0;0.2;2.1;36.5;3.9;06/jul;54-102;.529;49-110;.445;85-107;.794;103-212;.486;6.2;27-81;.333;2.6;3.3;15.3;;;;;;;;;;;;;
1275;27.82;-;Sr;06/mai;Michael Devoe;90;Georgia Tech;ACC;30;Combo G;82.7;3.7;3.6;5.2;4.3;0.8;103.4;97.4;27.1;53.8;56.3;2.4;14.1;19.8;17.4;1.1;1.3;2.3;26.9;2.4;0-0;93-150;.620;33-85;.388;83-113;.735;127-236;.538;10.4;66-184;.359;3.1;4.9;17.8;;;;;;;;;;;;;
1276;27.82;-;Sr;06/set;Brady Manek;76.8;North Carolina;ACC;39;Stretch 4;75.4;4.4;3.4;8.4;6.6;1.9;119.8;94.6;21.1;60.4;61.3;5.5;16.1;11.8;13.5;1.2;2.3;1.1;17.1;2.2;24-26;92-115;.800;29-86;.337;53-76;.697;121-201;.602;11.7;98-243;.403;1.8;6.1;15.1;;;;;;;;;;;;;
1277;27.83;-;Sr;05/out;Evan Gilyard II;34;UMKC;Sum;27;Scoring PG;80.7;3.4;2.2;1.9;3.9;-2.0;108.9;108.0;29.5;53.3;57.9;1.7;4.5;22.7;15.0;1.5;0.1;1.7;35.6;2.6;02/fev;60-121;.496;37-86;.430;104-129;.806;97-207;.469;10.4;64-155;.413;3.3;1.5;16.7;;;;;;;;;;;;;
1278;27.83;-;Jr;06/out;Wildens Leveque;38.2;South Carolina;SEC;28;C;49.5;1.7;2.6;2.8;-0.3;3.1;111.7;91.8;14.8;58.1;58.5;10.7;13.6;5.5;17.0;0.6;5.5;2.1;49.2;5.8;26-27;53-71;.746;19-53;.358;35-61;.574;72-124;.581;0.0;0-0;.000;0.6;4.7;6.6;;;;;;;;;;;;;
1279;27.85;-;Sr;06/jun;Kimani Lawrence;88.8;Arizona St.;P12;30;PF/C;68.7;2.0;3.4;2.8;0.8;2.0;100.1;92.4;20.2;52.8;53.3;8.1;15.7;10.2;17.1;0.8;3.7;1.6;29.8;3.3;dez/13;95-145;.655;36-102;.353;40-74;.541;131-247;.530;0.1;0-1;.000;1.4;6.3;10.1;;;;;;;;;;;;;
1280;27.86;-;Sr;06/abr;Jaylin Andrews;0;Loyola MD;Pat;28;Wing G;85.8;1.4;2.9;-2.0;-0.9;-1.1;99.0;104.3;21.5;46.2;49.8;3.9;11.0;8.1;11.1;1.1;1.0;2.8;28.1;2.0;01/fev;57-97;.588;38-102;.373;70-96;.729;95-199;.477;8.6;42-143;.294;1.4;4.1;13.7;;;;;;;;;;;;;
1281;27.86;-;Sr;06/ago;Jared Kimbrough;0;Hartford;AE;27;Wing F;44.7;0.7;1.3;-2.9;-2.0;-0.8;107.9;109.7;13.7;55.2;56.2;8.1;18.0;6.3;18.1;0.8;3.1;1.7;24.8;4.0;out/16;39-62;.629;13-32;.406;16-26;.615;52-94;.553;1.1;04/nov;.364;0.7;4.7;4.9;;;;;;;;;;;;;
1282;27.86;-;Sr;06/jun;Maizen Fausett;0;Southern Utah;BSky;32;Stretch 4;72.8;3.1;2.3;2.0;3.5;-1.4;120.1;105.8;18.8;55.0;57.4;10.2;19.1;5.6;9.3;1.0;1.3;1.2;27.2;2.8;02/fev;95-147;.646;15-41;.366;58-81;.716;110-188;.585;6.4;36-110;.327;1.0;7.9;11.9;;;;;;;;;;;;;
1283;27.87;-;Sr;06/set;Jaiden Delaire;84.8;Stanford;P12;32;Wing F;58.8;1.7;2.3;0.6;0.5;0.1;94.7;98.9;25.5;46.7;51.1;6.5;13.7;10.1;21.4;0.5;1.9;1.6;51.2;3.0;18-19;75-141;.532;dez/48;.250;86-130;.662;87-189;.460;5.1;21-65;.323;1.1;4.0;10.1;;;;;;;;;;;;;
1284;27.87;-;Jr;06/jun;Ziggy Reid;0;Merrimack;NEC;29;Wing G;79.2;0.9;2.6;-2.9;-2.1;-0.9;94.9;103.7;21.8;45.3;51.2;3.0;16.2;7.5;16.2;0.6;2.1;2.4;41.7;3.5;08/set;39-82;.476;16-48;.333;85-110;.773;55-131;.420;9.1;43-133;.323;1.1;4.9;11.0;;;;;;;;;;;;;
1285;27.87;-;So;06/mai;Joe French;0;Bethune Cookman;SWAC;27;Wing G;76.9;2.7;1.2;-1.7;2.4;-4.0;108.0;116.9;22.1;56.0;59.3;1.1;8.6;4.9;15.9;0.3;0.1;0.5;19.2;1.9;0-0;20-46;.435;57-121;.471;58-64;.906;77-167;.461;11.0;73-166;.440;0.6;2.6;15.8;;;;;;;;;;;;;
1286;27.88;-;So;05/out;Jalen Rucker;0;Army;Pat;29;Combo G;80.9;2.9;1.9;1.7;3.7;-1.9;105.4;110.1;27.7;50.1;53.4;1.7;11.8;20.8;15.0;1.3;0.5;1.7;25.2;1.7;0-0;40-80;.500;55-136;.404;83-108;.769;95-216;.440;13.0;80-213;.376;3.1;3.8;17.1;;;;;;;;;;;;;
1287;27.89;-;Fr;06/fev;CJ Fulton;0;Lafayette;Pat;29;Combo G;72.6;1.2;1.8;-1.4;-1.2;-0.2;110.2;109.8;14.6;51.6;52.8;2.0;13.9;21.7;13.1;3.7;0.4;3.0;10.3;1.6;0-0;31-52;.596;18-43;.419;14-19;.737;49-95;.516;6.4;31-90;.344;3.3;3.9;7.3;;;;;;;;;;;;;
1288;27.89;-;So;06/mai;Connor Kochera;0;William & Mary;CAA;31;Wing G;80.1;0.5;2.2;-2.3;-1.5;-0.8;90.6;107.6;19.8;44.9;47.9;2.8;14.3;11.3;18.5;0.8;0.2;2.1;21.7;1.8;0-0;56-112;.500;20-68;.294;50-68;.735;76-180;.422;7.6;43-133;.323;1.8;4.8;10.9;;;;;;;;;;;;;
1289;27.89;-;Jr;06/abr;Dominic Brewton;0;Alcorn St.;SWAC;29;Wing G;51.3;1.2;1.9;1.6;1.2;0.5;98.9;104.2;21.5;48.5;50.1;6.2;19.2;14.6;17.6;1.0;0.8;2.7;25.9;3.0;03/mar;54-84;.643;33-90;.367;36-60;.600;87-175;.497;4.7;17-57;.298;1.6;5.2;9.0;;;;;;;;;;;;;
1290;27.89;-;Sr;06/nov;Justyn Hamilton;46.4;Kent St.;MAC;31;C;63.9;1.6;2.8;0.8;-0.3;1.2;110.6;97.1;17.0;55.1;56.2;10.1;18.2;4.9;15.0;0.6;6.0;1.5;28.8;4.4;26-30;78-120;.650;32-78;.410;36-59;.610;110-198;.556;0.5;02/jul;.286;0.6;6.5;8.6;;;;;;;;;;;;;
1291;27.89;-;Jr;06/jul;JT Shumate;0;Toledo;MAC;33;Stretch 4;80.3;4.9;3.0;7.3;6.2;1.1;135.8;100.2;18.4;65.1;67.7;7.6;12.5;10.1;9.9;1.8;4.3;1.1;26.8;3.7;14-15;76-109;.697;38-81;.469;73-87;.839;114-190;.600;7.3;65-135;.481;1.8;6.1;15.0;;;;;;;;;;;;;
1292;27.90;-;So;06/mar;Enoch Cheeks;0;Robert Morris;Horz;31;Wing G;78.1;1.2;1.7;-1.1;-0.1;-1.0;102.1;111.3;18.4;48.9;54.3;6.4;14.1;14.7;22.5;1.2;2.9;2.2;35.4;3.4;08/set;58-102;.569;dez/44;.273;65-79;.823;70-146;.479;4.7;26-77;.338;2.6;5.4;9.2;;;;;;;;;;;;;
1293;27.90;-;So;06/mai;Bo Montgomery;0;Holy Cross;Pat;29;Wing G;61.6;0.2;1.2;-6.0;-3.5;-2.5;91.0;113.8;19.8;47.7;49.7;2.0;12.0;10.5;20.2;0.8;1.3;1.3;18.2;4.1;04/ago;30-62;.484;24-64;.375;27-39;.692;54-126;.429;7.3;32-88;.364;1.2;2.8;8.5;;;;;;;;;;;;;
1294;27.91;-;Jr;06/mar;Chris Mullins;39.2;Rice;CUSA;29;Combo G;67.4;0.6;1.6;-5.5;-3.3;-2.2;91.5;111.8;19.7;41.4;45.9;2.2;7.8;15.5;17.6;1.4;0.6;1.4;46.8;3.0;02/fev;55-105;.524;dez/53;.226;65-103;.631;67-158;.424;4.3;16-62;.258;2.3;2.5;8.4;;;;;;;;;;;;;
1295;27.93;-;Jr;06/jul;Cameron Copeland;0;Austin Peay;OVC;27;Wing G;56.0;1.0;1.9;0.6;0.3;0.3;96.0;103.5;21.6;46.7;48.6;5.7;14.7;14.2;16.5;1.1;1.2;3.0;14.1;2.9;06/jul;30-52;.577;26-77;.338;22-30;.733;56-129;.434;8.3;29-84;.345;1.4;4.0;8.6;;;;;;;;;;;;;
1296;27.95;-;Sr;06/jun;Bernie Andre;0;Tennessee Martin;OVC;24;Stretch 4;53.4;1.5;1.7;-1.8;0.3;-2.1;101.8;107.4;21.0;45.8;51.5;5.9;22.4;5.9;15.4;0.6;1.7;0.9;28.9;3.7;0-0;38-65;.585;15-47;.319;52-59;.881;53-112;.473;8.8;27-92;.293;0.8;6.3;10.1;;;;;;;;;;;;;
1297;27.95;-;So;06/jul;Jahmyl Telfort;0;Northeastern;CAA;31;Wing G;80.8;1.0;2.4;-3.5;-2.2;-1.3;89.5;105.8;25.7;45.7;48.9;3.8;7.9;13.3;20.6;0.7;1.4;1.6;32.9;2.6;06/jun;74-135;.548;42-98;.429;75-114;.658;116-233;.498;6.9;28-113;.248;1.8;2.9;12.6;;;;;;;;;;;;;
1298;27.95;-;Jr;05/nov;Noah Fernandes;55.6;Massachusetts;A10;28;Pure PG;72.7;4.0;1.7;0.4;2.6;-2.2;109.4;113.0;25.0;50.3;54.6;1.6;8.3;32.4;17.8;2.0;0.1;2.5;31.5;3.4;0-0;41-66;.621;59-142;.415;83-105;.790;100-208;.481;7.7;45-125;.360;5.3;2.8;14.9;;;;;;;;;;;;;
1299;27.98;-;Sr;06/jun;Greg Kuakumensah;0;Niagara;MAAC;29;Wing F;46.9;1.6;1.7;1.5;0.4;1.1;111.4;101.0;19.9;60.5;62.0;7.8;13.3;6.1;16.8;0.5;3.3;1.9;39.9;5.0;07/jul;54-96;.563;13-26;.500;38-57;.667;67-122;.549;2.3;13-21;.619;0.5;3.3;7.3;;;;;;;;;;;;;
1300;27.99;-;Fr;06/jun;Trey Townsend;0;Oakland;Horz;29;Wing G;89.5;2.7;2.9;1.3;0.8;0.5;112.9;104.6;17.8;52.8;56.3;7.5;9.4;9.3;14.0;1.2;3.2;2.2;32.9;2.2;16-17;96-152;.632;46-95;.484;71-95;.747;142-247;.575;2.3;jul/42;.167;1.8;5.6;13.3;;;;;;;;;;;;;
1301;28.00;-;Sr;06/out;Tanner Groves;0;Oklahoma;B12;34;PF/C;59.9;3.5;3.0;5.6;4.2;1.4;112.6;92.5;23.3;61.0;62.6;6.7;22.4;14.8;18.3;0.9;1.8;0.9;24.7;4.0;13-14;86-119;.723;21-50;.420;51-70;.729;108-170;.635;8.0;43-113;.381;1.6;5.8;11.6;;;;;;;;;;;;;
1302;28.00;-;Sr;06/jun;Shaquille Walters;0;Northeastern;CAA;26;Wing G;70.6;0.2;2.7;-4.5;-3.7;-0.8;85.4;104.3;22.7;48.0;51.3;0.6;15.6;15.8;27.9;0.7;0.5;1.3;27.8;3.0;03/mar;33-57;.579;35-81;.432;50-69;.725;68-138;.493;7.7;34-110;.309;2.4;4.3;11.1;;;;;;;;;;;;;
1303;28.00;-;Sr;06/fev;Terrance McBride;0;Rice;CUSA;31;Combo G;51.0;-0.1;1.2;-4.3;-3.4;-0.8;91.3;110.2;14.0;44.7;47.3;1.3;7.1;17.2;24.3;1.8;0.6;2.1;23.9;1.9;0-0;17-24;.708;32-76;.421;18-27;.667;49-100;.490;1.2;jan/13;.077;2.0;1.6;3.9;;;;;;;;;;;;;
1304;28.01;-;Sr;06/jan;Jalen Harris;0;Cal St. Fullerton;BW;26;Combo G;41.8;1.7;1.5;0.6;1.1;-0.4;104.5;105.3;25.8;48.6;55.2;2.0;4.4;10.6;15.8;0.7;0.5;2.6;45.7;3.9;0-0;36-78;.462;16-48;.333;68-84;.810;52-126;.413;7.0;25-58;.431;0.9;1.0;9.3;;;;;;;;;;;;;
1305;28.01;-;So;06/jan;Jose Placer;0;North Florida;ASun;20;Combo G;55.8;2.4;2.0;-1.2;1.4;-2.6;98.1;109.3;27.1;50.6;54.6;1.7;9.0;22.7;20.6;1.0;0.6;0.9;22.6;2.0;0-0;40-65;.615;26-64;.406;50-57;.877;66-129;.512;11.4;41-123;.333;2.8;3.1;14.7;;;;;;;;;;;;;
1306;28.01;-;Jr;06/mar;Zach Chappell;14.4;Sacramento St.;BSky;27;Combo G;73.8;1.0;1.8;-3.3;-1.6;-1.7;94.0;109.5;24.5;46.0;50.5;1.8;11.3;15.8;17.6;1.1;0.6;2.3;27.6;3.5;02/mar;39-88;.443;26-68;.382;61-75;.813;65-156;.417;8.8;40-116;.345;2.2;3.2;11.6;;;;;;;;;;;;;
1307;28.03;-;So;06/jan;Jamal Shead;59.8;Houston;Amer;38;Pure PG;76.6;3.4;4.2;5.7;2.3;3.4;111.1;88.4;21.2;45.7;49.5;2.1;9.0;33.3;18.6;2.9;1.0;3.2;23.4;3.1;06/jun;54-89;.607;50-136;.368;65-81;.802;104-225;.462;6.3;36-121;.298;5.8;3.0;10.0;;;;;;;;;;;;;
1308;28.04;-;Fr;06/fev;Juan Reyna;0;Alabama St.;SWAC;26;Combo G;47.1;1.3;0.9;-3.2;0.2;-3.4;102.4;115.8;19.3;54.8;59.1;2.0;6.6;9.7;22.9;0.6;0.2;0.9;28.0;3.2;0-0;18-32;.563;nov/32;.344;41-47;.872;29-64;.453;10.3;42-104;.404;1.0;1.6;8.7;;;;;;;;;;;;;
1309;28.04;-;So;6-0;Dante Harris;19;Georgetown;BE;29;Scoring PG;75.4;1.8;2.5;-1.2;-0.6;-0.6;93.0;105.4;23.3;41.5;45.0;1.4;11.1;26.2;19.1;1.6;0.2;2.6;21.6;2.3;0-0;58-114;.509;44-131;.336;56-75;.747;102-245;.416;6.1;28-102;.275;4.1;3.6;11.9;;;;;;;;;;;;;
1310;28.04;-;Sr;06/out;Grant Golden;11;Richmond;A10;37;PF/C;68.5;3.1;2.8;4.5;3.9;0.7;105.5;98.4;27.4;53.4;55.7;4.0;21.9;25.1;15.3;1.5;2.0;0.9;25.1;2.2;04/abr;129-200;.645;54-125;.432;72-102;.706;183-325;.563;4.8;23-82;.280;2.9;6.0;13.7;;;;;;;;;;;;;
1311;28.05;-;Sr;06/mar;Devante Carter;0;Nicholls St.;Slnd;26;Combo G;73.7;1.7;2.7;0.6;-0.4;1.0;102.0;103.6;22.2;48.4;50.7;3.2;10.8;19.5;17.1;1.8;0.9;3.2;34.0;2.6;02/fev;57-93;.613;63-134;.470;59-96;.615;120-227;.529;3.5;nov/55;.200;3.9;4.3;12.2;;;;;;;;;;;;;
1312;28.05;-;Jr;06/abr;Maks Klanjscek;0;Maine;AE;25;Combo G;68.2;1.0;1.0;-4.5;-1.3;-3.1;97.3;116.8;20.5;53.1;54.6;1.8;8.4;14.4;18.8;1.0;0.3;2.0;10.7;2.7;01/jan;31-47;.660;36-80;.450;19-24;.792;67-127;.528;8.4;35-98;.357;1.6;2.2;9.7;;;;;;;;;;;;;
1313;28.06;-;Sr;06/abr;Jalon Pipkins;0;Fort Wayne;Horz;31;Combo G;76.7;1.1;2.5;-2.2;-1.9;-0.3;94.2;103.9;25.2;49.0;53.5;1.7;11.8;14.4;21.0;0.8;1.0;2.9;26.0;2.4;13-16;59-98;.602;67-143;.469;77-90;.856;126-241;.523;6.3;29-105;.276;2.1;3.2;13.5;;;;;;;;;;;;;
1314;28.08;-;So;06/out;Steve Settle III;0;Howard;MEAC;26;Wing F;78.9;2.2;2.5;1.1;1.0;0.1;106.2;104.3;20.9;51.5;56.3;3.8;15.0;9.6;15.8;0.8;2.0;2.5;42.6;2.6;16-17;71-117;.607;28-70;.400;86-113;.761;99-187;.529;5.2;25-78;.321;1.6;5.0;13.8;;;;;;;;;;;;;
